,Item,Naive,SES,Arima,Basic LSTM,Stacked LSTM,RNN,GRU
89,Souvenir M4A1-S | Control Panel (Minimal Wear),24.5778163238487,24.338798019591177,46.73463842239045,25.598360726242465,26.432931944959297,24.041951021758468,25.93962013342128
90,Souvenir M4A1-S | Control Panel (Well-Worn),27.595039134373977,33.30775662235561,33.30775326855544,28.941065504895032,24.845746711259835,25.84218404955095,30.039410061009114
91,Souvenir M4A1-S | Master Piece (Minimal Wear),18.049746956310347,17.842460910019874,17.842540106079568,22.532219414803656,20.953001619697904,18.93056158747633,19.361465841840165
92,Souvenir M4A4 | Urban DDPAT (Factory New),27.578255010538207,27.575348878937916,28.910757836495023,31.426774968025768,31.337691300469444,29.308963514147575,30.700995698904332
93,Souvenir P250 | Exchanger (Battle-Scarred),16.340938442126447,137.11820585801556,200.0,155.7922710051771,155.5775431012759,154.74586182013383,155.96027845416015
94,Souvenir P250 | Nuclear Threat (Minimal Wear),39.22930445782,35.404809529695946,35.458590123390785,38.03536422129348,38.246837444004356,38.267796284940744,38.4973659514493
95,Souvenir P250 | Nuclear Threat (Well-Worn),68.93201968588562,48.057204657876945,48.45864986235533,51.15515892802041,52.2354910821189,52.2947766922856,49.50332714528723
96,Souvenir P90 | Run and Hide (Minimal Wear),13.13780984729014,13.226653529024523,29.02154161482795,29.097905773922314,34.31970211650705,20.068425340534443,25.99192614500936
97,Souvenir R8 Revolver | Amber Fade (Factory New),34.83269558744532,33.21039169759094,34.96704315964769,31.259817655684394,31.97507010936086,36.6366593274831,30.210649334910343
98,Souvenir R8 Revolver | Amber Fade (Minimal Wear),38.92846830845918,39.0541981262778,46.74486493704344,75.82641313611202,80.87591462637285,70.50449811089383,74.79342147602075
99,Souvenir SG 553 | Integrale (Battle-Scarred),42.13119379365556,52.06009393195972,51.87765058378406,155.76005114322436,69.75626285125568,75.4269834472279,76.25598290876073
100,Souvenir SG 553 | Integrale (Field-Tested),17.586302375248767,30.186364536400152,30.11247441261835,55.996035111284776,69.08266129755039,66.63703841722723,65.0187896587259
101,Souvenir SG 553 | Integrale (Minimal Wear),51.485393894203796,52.61936102709686,52.498382673952364,86.13303671725856,64.90032017572656,55.584737384234835,66.8225841314273
